Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-26553454,Katie,French,Male,New York,Buffalo,Bachelor,2/5/1978,26/10/2017,,HR,Recruiter,"$66,781.00",Satisfactory
00-78785556,Caroline,Williams,Female,New York,New York City,Bachelor,10/10/2001,14/08/2022,,Customer Service,Help Desk Technician,"$67,587.00",Good
00-61807582,Jason,Stanley,Female,New York,New York City,Master,26/09/1992,22/04/2023,,Sales,Sales Consultant,"$79,029.00",Good
00-67121045,Kimberly,Wyatt,Male,New York,Buffalo,Bachelor,1/3/1965,25/12/2024,,IT,System Administrator,"$106,819.00",Needs Improvement
00-30804224,Veronica,Castro,Female,New York,New York City,PhD,4/5/1971,8/5/2023,,Customer Service,Customer Service Manager,"$96,180.00",Good
00-18176660,Gregory,Douglas,Female,New York,New York City,Bachelor,19/04/1972,6/1/2018,,Operations,Inventory Specialist,"$63,678.00",Good
00-87681888,Gina,Miller,Male,New York,New York City,PhD,25/03/1978,9/9/2022,,Sales,Sales Specialist,"$61,615.00",Good
00-46807983,John,Castillo,Male,New York,Rochester,Bachelor,1/2/1995,8/2/2023,,IT,Software Developer,"$83,628.00",Needs Improvement
00-44063535,David,Curry,Male,New York,Rochester,Bachelor,14/04/1984,11/4/2018,,Marketing,Content Creator,"$70,068.00",Satisfactory
00-22018085,Gary,Carter,Male,Pennsylvania,Philadelphia,Bachelor,3/2/1987,10/4/2023,,Customer Service,Support Specialist,"$64,619.00",Excellent
00-61182388,Robert,Bullock,Female,New York,New York City,Master,17/08/1969,21/03/2022,,IT,Software Developer,"$101,898.00",Good
00-27743740,Jessica,Ward,Male,Michigan,Detroit,Bachelor,27/12/1979,25/10/2023,,Operations,Operations Analyst,"$88,226.00",Good
00-40384767,Sarah,Collins,Male,New York,Rochester,Bachelor,28/08/1981,29/07/2020,,Operations,Operations Analyst,"$75,419.00",Satisfactory
00-41603688,Heather,Fowler,Male,New York,Rochester,Bachelor,24/04/1974,30/01/2017,,Operations,Inventory Specialist,"$66,125.00",Satisfactory
00-25130312,Tonya,Marks,Female,New York,Buffalo,Bachelor,1/6/1987,27/11/2024,,Customer Service,Customer Service Representative,"$62,167.00",Satisfactory
00-77104727,Sharon,Mckay,Female,New York,Buffalo,Bachelor,10/2/1984,26/01/2015,,IT,IT Support Specialist,"$59,819.00",Good
00-38197836,Kimberly,Bauer,Male,New York,New York City,Master,4/12/1971,14/04/2024,,Marketing,Marketing Manager,"$85,393.00",Good
00-79079708,Tammy,Wilson,Female,Illinois,Chicago,Master,17/11/1960,24/06/2024,,IT,Software Developer,"$88,252.00",Good
00-84765427,Matthew,Mason,Female,New York,Rochester,Bachelor,4/10/1999,20/11/2024,,IT,Software Developer,"$95,064.00",Excellent
00-26257335,Kimberly,Marshall,Female,New York,New York City,Bachelor,29/04/1965,17/02/2015,,Sales,Sales Representative,"$66,498.00",Good
00-34845617,Timothy,Mendez,Male,New York,Buffalo,Bachelor,26/09/1991,2/11/2017,,Operations,Logistics Coordinator,"$68,994.00",Excellent
00-18459845,Christopher,Mccormick,Male,New York,Buffalo,Bachelor,24/12/1970,18/05/2022,,Sales,Sales Specialist,"$67,779.00",Satisfactory
00-68246537,Gregory,Drake,Male,New York,Buffalo,Bachelor,17/07/1979,31/07/2018,,Sales,Sales Consultant,"$87,902.00",Good
00-78172295,Sierra,Swanson,Female,Pennsylvania,Pittsburgh,Master,28/06/1981,20/12/2023,,Operations,Operations Analyst,"$72,756.00",Needs Improvement
00-84908042,Robin,Brock,Female,New York,New York City,Bachelor,14/05/1972,4/11/2024,,IT,System Administrator,"$73,573.00",Satisfactory
00-61839427,Katie,Gay,Male,New York,Rochester,Master,25/07/1988,4/3/2016,,IT,Software Developer,"$94,122.00",Good
00-49657541,Dustin,Martin,Female,New York,Buffalo,Master,22/10/1972,13/11/2017,,Sales,Sales Manager,"$125,832.00",Good
00-22474259,Hannah,Lee,Male,New York,New York City,High School,3/8/1973,26/12/2017,,Customer Service,Customer Service Representative,"$59,149.00",Satisfactory
00-84226768,Katherine,Bell,Female,New York,Rochester,Bachelor,2/11/1998,13/05/2017,,IT,Software Developer,"$82,996.00",Satisfactory
00-42744914,Melissa,Sparks,Male,Illinois,Aurora,High School,2/9/1993,17/06/2021,,Customer Service,Help Desk Technician,"$73,789.00",Satisfactory
00-78495970,Dale,Hunt,Female,New York,New York City,Bachelor,17/08/1980,12/11/2022,,Operations,Logistics Coordinator,"$65,962.00",Good
00-66524475,Richard,Jackson,Male,Pennsylvania,Pittsburgh,Bachelor,15/01/1977,30/08/2023,,Sales,Sales Representative,"$62,246.00",Good
00-28555963,Dana,Ayala,Male,Michigan,Detroit,Bachelor,15/10/1984,18/10/2017,,Operations,Logistics Coordinator,"$65,850.00",Excellent
00-89014190,Heidi,Cherry,Female,New York,Buffalo,PhD,26/10/1973,17/10/2018,,Sales,Sales Consultant,"$97,739.00",Needs Improvement
00-23107454,Jeremy,Sandoval,Male,New York,New York City,Bachelor,26/11/1980,21/12/2015,,Customer Service,Help Desk Technician,"$94,464.00",Good
00-12268507,Kimberly,Grant,Female,North Carolina,Raleigh,Bachelor,29/01/1999,27/06/2019,,Marketing,Content Creator,"$53,358.00",Excellent
00-10470877,Paul,Day,Male,New York,Rochester,Master,9/12/1961,19/03/2018,,HR,HR Coordinator,"$54,969.00",Good
00-88963818,Rachel,Johnson,Male,New York,Buffalo,Bachelor,5/9/1982,15/03/2018,,Operations,Logistics Coordinator,"$61,368.00",Good
00-12623306,Adam,Kelly,Male,New York,Buffalo,Bachelor,14/09/2003,16/09/2023,,Customer Service,Support Specialist,"$65,501.00",Good
00-68096255,Sarah,Wong,Male,Illinois,Naperville,High School,11/3/1999,10/6/2024,,Customer Service,Support Specialist,"$61,787.00",Good
00-66650860,Kara,Smith,Male,Ohio,Cincinnati,Bachelor,25/10/1990,3/5/2017,,Customer Service,Help Desk Technician,"$68,482.00",Good
00-96879784,Michelle,Miller,Male,New York,Buffalo,High School,26/05/1959,24/11/2019,,Customer Service,Support Specialist,"$65,111.00",Good
00-21615436,Cody,Meyer,Male,New York,Rochester,Bachelor,14/11/1977,25/10/2022,,Customer Service,Customer Service Representative,"$74,864.00",Satisfactory
00-40171534,Darren,Taylor,Male,Ohio,Cincinnati,Master,28/12/1973,10/7/2024,,Sales,Sales Consultant,"$85,269.00",Satisfactory
00-69998135,Angela,Arnold,Male,Virginia,Richmond,Bachelor,16/01/1984,22/10/2020,,Sales,Sales Representative,"$66,845.00",Good
00-92425589,Matthew,Weber,Female,Michigan,Warren,Bachelor,22/03/1995,13/01/2023,,Marketing,Content Creator,"$56,210.00",Satisfactory
00-93028933,Kristi,Little,Female,New York,Buffalo,Bachelor,13/04/1975,6/4/2019,,Marketing,Marketing Coordinator,"$59,331.00",Good
00-12019224,Larry,Short,Male,New York,Buffalo,Bachelor,2/6/1992,24/04/2018,,Marketing,Content Creator,"$61,526.00",Good
00-36125123,Benjamin,Rodriguez,Female,New York,Buffalo,Bachelor,11/4/1992,27/04/2019,,Operations,Inventory Specialist,"$62,299.00",Satisfactory
00-49487002,Elizabeth,Murillo,Female,Ohio,Columbus,Bachelor,27/11/1983,27/09/2020,,Sales,Sales Representative,"$54,841.00",Excellent
00-86164272,Jonathan,Gray,Female,New York,New York City,Bachelor,11/4/1980,29/02/2020,,Operations,Logistics Coordinator,"$62,502.00",Satisfactory
00-62132081,Juan,Atkinson,Male,New York,Buffalo,High School,5/10/1995,29/01/2021,,Customer Service,Help Desk Technician,"$82,869.00",Good
00-41417664,Theresa,Cox,Female,New York,Rochester,PhD,25/06/1963,12/7/2020,,Sales,Sales Manager,"$113,833.00",Satisfactory
00-79798454,Kyle,Evans,Male,New York,New York City,Bachelor,7/2/1996,9/1/2023,,Finance,Accounts Payable Specialist,"$67,140.00",Satisfactory
00-73414980,Anthony,Mitchell,Female,Michigan,Detroit,High School,24/03/1987,12/3/2020,,Marketing,Content Creator,"$58,294.00",Good
00-96011916,Jennifer,Kane,Female,New York,Buffalo,Bachelor,6/5/1980,28/12/2019,,Operations,Logistics Coordinator,"$61,955.00",Excellent
00-58866576,Alicia,Greene,Female,New York,Buffalo,Bachelor,29/12/1979,8/2/2015,,IT,Software Developer,"$93,005.00",Good
00-34241075,Michael,Davis,Male,Pennsylvania,Philadelphia,Master,19/02/1985,13/04/2018,,Marketing,Marketing Manager,"$97,163.00",Good
00-70998022,Katrina,Flores,Male,New York,Buffalo,Bachelor,1/1/1990,18/02/2023,,Sales,Sales Representative,"$69,005.00",Good
00-89819497,Ian,Lewis,Female,New York,New York City,High School,24/05/1966,7/11/2017,,Operations,Inventory Specialist,"$54,801.00",Satisfactory
00-27810833,Christian,Williams,Male,New York,Buffalo,Bachelor,2/7/1998,1/5/2019,,IT,IT Support Specialist,"$68,131.00",Satisfactory
00-58117953,Mckenzie,Pierce,Female,New York,New York City,Bachelor,15/01/1990,30/07/2019,,Finance,Accountant,"$70,063.00",Satisfactory
00-87485535,Robin,Miller,Female,New York,Rochester,Bachelor,7/12/1988,3/10/2020,,Finance,Accounts Payable Specialist,"$61,949.00",Good
00-11971999,Ana,Ray,Male,New York,Rochester,High School,19/06/1983,26/09/2018,,Customer Service,Customer Service Representative,"$57,674.00",Good
00-10784416,Amy,Escobar,Male,Ohio,Columbus,High School,18/11/1988,13/09/2022,,Customer Service,Customer Service Representative,"$64,929.00",Good
00-28683135,Kenneth,Woodard,Female,New York,Buffalo,High School,28/11/1975,19/10/2024,,Customer Service,Support Specialist,"$60,094.00",Good
00-55045402,Sarah,Collins,Female,Ohio,Cleveland,Bachelor,17/10/1990,6/12/2020,,Operations,Logistics Coordinator,"$57,202.00",Excellent
00-75318117,Robert,Barrett,Male,New York,Rochester,PhD,15/10/1990,15/04/2019,,Sales,Sales Consultant,"$83,874.00",Good
00-28517985,Joyce,Taylor,Male,New York,Rochester,High School,20/06/1994,6/2/2019,,Customer Service,Help Desk Technician,"$59,427.00",Good
00-34813934,Stacy,Chapman,Male,New York,Rochester,Bachelor,23/07/1969,11/2/2023,,Operations,Inventory Specialist,"$64,770.00",Good
00-96567889,Patricia,Williams,Female,Michigan,Detroit,High School,2/1/1978,10/11/2020,,Operations,Inventory Specialist,"$63,526.00",Good
00-91678422,Michael,Weaver,Male,New York,Buffalo,Bachelor,12/2/1999,13/04/2022,,Finance,Accounts Payable Specialist,"$60,970.00",Good
00-68484362,Erik,Ayers,Female,Michigan,Grand Rapids,Bachelor,16/02/1985,14/12/2017,,IT,Software Developer,"$98,440.00",Good
00-90954568,Laura,Miller,Female,New York,Buffalo,Bachelor,9/9/1991,6/3/2024,,Operations,Logistics Coordinator,"$58,910.00",Good
00-88871018,Jacob,Hull,Male,Michigan,Detroit,High School,18/09/1988,29/09/2016,,IT,IT Support Specialist,"$63,517.00",Good
00-45478283,Michelle,Mccoy,Male,North Carolina,Raleigh,High School,1/7/1998,7/1/2022,,Customer Service,Customer Service Representative,"$54,367.00",Excellent
00-27702023,Thomas,Daniel,Male,New York,Buffalo,Bachelor,29/03/1994,19/02/2016,,Operations,Logistics Coordinator,"$71,008.00",Good
00-49412831,Gary,Bernard,Female,Michigan,Detroit,Bachelor,21/09/2000,2/12/2018,,Operations,Inventory Specialist,"$54,096.00",Good
00-68400503,Faith,Allen,Female,New York,New York City,PhD,14/01/1996,8/6/2023,,Sales,Sales Specialist,"$65,767.00",Satisfactory
00-87574875,Adam,Mills,Male,North Carolina,Raleigh,PhD,23/03/1968,17/04/2017,,Sales,Sales Specialist,"$83,650.00",Satisfactory
00-10008169,Barbara,Blair,Male,Michigan,Warren,Bachelor,28/07/1959,23/11/2022,,Operations,Operations Analyst,"$88,579.00",Good
00-16681498,Jacob,Kelley,Male,New York,Rochester,Bachelor,3/10/1967,24/01/2016,,Customer Service,Help Desk Technician,"$93,187.00",Needs Improvement
00-55925432,Russell,Austin,Female,New York,Rochester,Bachelor,13/08/2001,31/05/2019,,IT,System Administrator,"$89,315.00",Good
00-33042106,James,Rose,Female,New York,Buffalo,Bachelor,10/2/1970,14/05/2017,,Sales,Sales Specialist,"$84,259.00",Needs Improvement
00-73082694,Derek,Beltran,Male,Illinois,Naperville,Bachelor,2/7/1991,8/6/2024,,Sales,Sales Specialist,"$69,397.00",Good
00-85160586,Renee,Roberts,Female,Michigan,Warren,High School,7/11/1987,7/4/2021,,Customer Service,Help Desk Technician,"$65,823.00",Satisfactory
00-47580770,Christina,Preston,Male,New York,Rochester,Bachelor,16/05/1975,2/10/2015,,Sales,Sales Representative,"$82,312.00",Good
00-79816122,Robert,Wong,Female,New York,New York City,Bachelor,9/9/1985,13/07/2022,,Operations,Inventory Specialist,"$56,313.00",Excellent
00-31598016,Aaron,Wilson,Female,Michigan,Detroit,Bachelor,20/01/1967,18/08/2022,,Finance,Accountant,"$76,901.00",Needs Improvement
00-42261979,James,King,Female,New York,New York City,PhD,21/12/1966,19/02/2016,,Sales,Sales Specialist,"$80,739.00",Good
00-62275935,Barbara,Olsen,Male,New York,Buffalo,High School,2/8/1992,13/08/2024,,Customer Service,Help Desk Technician,"$64,422.00",Excellent
00-60082221,David,Lambert,Male,New York,Buffalo,Bachelor,12/12/1996,21/02/2015,,Operations,Logistics Coordinator,"$63,170.00",Good
00-57168440,Jennifer,Hall,Male,New York,Buffalo,High School,15/03/1995,7/4/2024,,Operations,Inventory Specialist,"$61,902.00",Good
00-17919095,Julie,Simon,Male,New York,Rochester,PhD,10/2/1967,22/09/2016,,Sales,Sales Consultant,"$85,378.00",Satisfactory
00-10137666,Ralph,Sanford,Female,New York,Buffalo,Bachelor,16/03/1977,18/04/2021,,Marketing,Marketing Coordinator,"$75,028.00",Needs Improvement
00-24657555,Susan,Andrews,Female,Michigan,Detroit,Master,27/08/1971,10/9/2024,,Operations,Operations Analyst,"$76,532.00",Good
00-52276352,Jason,Rodriguez,Female,New York,New York City,Master,11/12/1976,28/09/2017,,Operations,Operations Analyst,"$67,794.00",Good
00-15854522,Alexander,Rodriguez,Female,North Carolina,Raleigh,Master,24/03/1967,22/03/2022,,Finance,Financial Analyst,"$84,182.00",Good
00-69134843,Sergio,Thomas,Female,New York,Buffalo,Master,30/01/1962,8/9/2016,,Sales,Sales Consultant,"$89,379.00",Good
00-36791143,Kristen,Melton,Female,New York,New York City,Bachelor,2/10/1996,7/5/2015,,Marketing,Marketing Coordinator,"$74,293.00",Satisfactory
00-67738851,Tiffany,Gray,Male,New York,Rochester,Bachelor,6/2/1992,20/07/2020,,Operations,Operations Manager,"$115,074.00",Needs Improvement
00-10617870,Erin,Ramos,Female,New York,Buffalo,Bachelor,1/1/1986,19/03/2024,,Operations,Operations Manager,"$95,684.00",Good
00-97730855,Michaela,Thomas,Male,New York,New York City,High School,25/11/1991,31/05/2016,,Marketing,Content Creator,"$55,834.00",Satisfactory
00-51910609,Michael,Berg,Female,New York,Rochester,High School,7/9/1978,29/11/2020,,Operations,Inventory Specialist,"$54,440.00",Satisfactory
00-49330568,Stacey,Sanchez,Male,New York,Rochester,Bachelor,11/11/2003,9/7/2017,,Operations,Logistics Coordinator,"$66,104.00",Satisfactory
00-86166812,Stacy,Kim,Male,New York,Buffalo,Bachelor,13/11/1976,7/4/2020,,Customer Service,Support Specialist,"$61,911.00",Satisfactory
00-84535522,Aaron,Ford,Male,Virginia,Virginia Beach,Bachelor,9/11/1995,24/01/2020,,IT,Software Developer,"$81,199.00",Good
00-27650310,Kimberly,Bass,Male,Illinois,Chicago,High School,8/10/1974,17/10/2020,,Operations,Inventory Specialist,"$61,697.00",Satisfactory
00-25511151,Stephen,Roberts,Female,Pennsylvania,Philadelphia,Master,19/10/1984,10/6/2019,,Sales,Sales Specialist,"$74,365.00",Excellent
00-93806250,Daniel,Mitchell,Male,New York,Buffalo,Bachelor,22/03/1992,21/04/2023,,Operations,Inventory Specialist,"$61,080.00",Satisfactory
00-73637312,Joshua,Simmons,Male,North Carolina,Raleigh,Bachelor,25/09/1981,6/1/2017,,Customer Service,Help Desk Technician,"$75,282.00",Good
00-82265483,Thomas,Farmer,Male,Michigan,Detroit,Bachelor,6/1/1989,26/01/2016,,Operations,Logistics Coordinator,"$68,488.00",Good
00-19492312,Brenda,Bailey,Female,New York,Rochester,Master,8/5/1982,8/9/2015,,IT,Software Developer,"$81,818.00",Good
00-30633166,Jeffrey,Harris,Female,New York,Buffalo,Bachelor,8/6/1991,2/12/2018,,Operations,Inventory Specialist,"$57,125.00",Good
00-91976681,Joshua,Woods,Male,New York,New York City,High School,27/11/1989,1/6/2019,,Operations,Inventory Specialist,"$62,116.00",Good
00-19223541,Joseph,Castillo,Male,New York,Buffalo,Bachelor,1/6/2001,20/06/2019,,Operations,Inventory Specialist,"$69,561.00",Good
00-58310738,Rebecca,Smith,Male,New York,Buffalo,Bachelor,12/10/1987,2/4/2019,,Operations,Logistics Coordinator,"$65,475.00",Good
00-42474862,Deanna,Cruz,Male,New York,New York City,Bachelor,28/09/1980,3/8/2018,,Sales,Sales Representative,"$72,033.00",Satisfactory
00-81127300,William,Villa,Male,New York,Rochester,Bachelor,19/09/1972,12/2/2016,,HR,HR Coordinator,"$65,732.00",Good
00-68441314,Joseph,Wood,Female,New York,New York City,High School,1/3/1988,9/4/2015,,Operations,Inventory Specialist,"$64,745.00",Satisfactory
00-36005508,Hannah,Nelson,Female,New York,Rochester,Bachelor,17/01/1970,12/9/2020,,Customer Service,Support Specialist,"$58,414.00",Satisfactory
00-43738434,Zachary,Collins,Female,Michigan,Detroit,Bachelor,4/9/1998,6/6/2023,,Sales,Sales Consultant,"$66,717.00",Satisfactory
00-36203586,Andrew,Bradley,Female,North Carolina,Greensboro,Bachelor,31/01/1978,9/12/2020,,Operations,Logistics Coordinator,"$55,878.00",Satisfactory
00-40581711,Daniel,Roach,Male,New York,Rochester,Master,29/03/1998,8/4/2018,,Sales,Sales Specialist,"$74,771.00",Good
00-49985512,Lisa,Todd,Male,New York,Buffalo,Bachelor,24/02/1973,17/09/2019,,Operations,Logistics Coordinator,"$68,231.00",Good
00-16366328,Sarah,Foley,Male,New York,New York City,High School,14/08/1987,12/8/2018,,Customer Service,Support Specialist,"$63,747.00",Satisfactory
00-69637432,Lauren,Moreno,Female,New York,Rochester,PhD,28/01/1981,12/3/2024,,Sales,Sales Specialist,"$91,178.00",Satisfactory
00-62811125,Courtney,Madden,Male,Virginia,Virginia Beach,Bachelor,13/04/1996,2/1/2018,,Sales,Sales Representative,"$73,732.00",Satisfactory
00-57303591,Edward,Smith,Male,Michigan,Detroit,PhD,20/09/1994,25/10/2016,,Sales,Sales Specialist,"$67,947.00",Excellent
00-37647507,Hannah,Spencer,Male,New York,Buffalo,High School,19/08/1982,8/8/2020,,Operations,Inventory Specialist,"$64,311.00",Satisfactory
00-11306363,Matthew,Castillo,Female,New York,New York City,Master,18/03/1982,13/03/2020,,IT,Software Developer,"$107,398.00",Good
00-53560692,Daniel,Torres,Male,New York,New York City,Master,8/11/1963,23/10/2016,,Operations,Operations Analyst,"$82,668.00",Satisfactory
00-51536803,Roger,Horton,Male,North Carolina,Charlotte,Bachelor,19/12/1978,16/04/2022,,Finance,Financial Analyst,"$81,527.00",Good
00-23652183,Brenda,Fuller,Female,Ohio,Columbus,PhD,23/11/1964,18/09/2023,,Sales,Sales Consultant,"$112,552.00",Good
00-23437484,Meagan,Guzman,Male,New York,Rochester,Bachelor,4/2/1996,8/8/2019,,Operations,Logistics Coordinator,"$69,283.00",Excellent
00-22717763,Michael,James,Female,New York,New York City,Bachelor,2/12/1970,31/08/2021,,Operations,Logistics Coordinator,"$59,198.00",Needs Improvement
00-29102432,James,Sanchez,Female,New York,New York City,Bachelor,3/7/1961,18/01/2018,,Operations,Inventory Specialist,"$55,996.00",Good
00-69751747,Michaela,Kelly,Female,New York,New York City,High School,2/10/1987,22/10/2022,,Customer Service,Support Specialist,"$55,608.00",Good
00-33776348,John,Cook,Male,New York,Rochester,Master,23/04/1975,30/03/2017,,Marketing,Marketing Manager,"$104,836.00",Good
00-93346861,Ryan,Hart,Male,New York,Rochester,Bachelor,31/10/1974,25/09/2018,,Operations,Logistics Coordinator,"$62,145.00",Excellent
00-45976961,Charles,Cunningham,Male,New York,New York City,Master,31/03/1962,23/02/2022,,IT,System Administrator,"$78,728.00",Good
00-33773513,Jesse,Delacruz,Male,New York,New York City,Bachelor,29/12/1996,20/03/2024,,Operations,Inventory Specialist,"$63,358.00",Needs Improvement
00-28150688,Stuart,Nichols,Male,New York,Rochester,Bachelor,31/07/1978,14/10/2017,,Operations,Inventory Specialist,"$70,742.00",Excellent
00-85952511,Charles,Becker,Male,New York,New York City,Bachelor,18/07/1976,2/8/2018,,Marketing,SEO Specialist,"$95,224.00",Good
00-31194143,Scott,Taylor,Female,New York,Rochester,Bachelor,1/3/1988,14/10/2023,,Operations,Logistics Coordinator,"$62,948.00",Good
00-20595135,Jason,Wood,Male,New York,New York City,Master,26/05/1979,15/01/2018,,Finance,Financial Analyst,"$95,850.00",Good
00-34574296,Jonathan,Hull,Female,New York,New York City,Bachelor,11/4/1972,8/6/2023,,IT,IT Support Specialist,"$57,029.00",Good
00-97869173,David,Ramirez,Male,Illinois,Chicago,Bachelor,6/1/1970,17/08/2022,,Marketing,SEO Specialist,"$66,112.00",Excellent
00-69076543,Pamela,Orozco,Male,New York,Rochester,Bachelor,5/9/1967,6/2/2021,,Sales,Sales Representative,"$84,672.00",Satisfactory
00-14293708,Matthew,Young,Male,Michigan,Grand Rapids,High School,19/03/1987,16/02/2019,,Operations,Inventory Specialist,"$55,899.00",Satisfactory
00-76077091,Clayton,Wright,Male,Michigan,Detroit,Bachelor,17/01/2001,20/08/2016,,Operations,Operations Analyst,"$85,361.00",Good
00-35670862,Amanda,Soto,Male,New York,New York City,PhD,22/04/1988,23/10/2023,,Sales,Sales Consultant,"$76,288.00",Satisfactory
00-83919680,John,Alvarez,Male,Michigan,Warren,High School,8/5/1979,18/04/2015,,Customer Service,Support Specialist,"$57,344.00",Good
00-89173318,Amber,Sandoval,Female,New York,New York City,Bachelor,14/06/1997,28/09/2022,,Sales,Sales Representative,"$70,143.00",Excellent
00-40950556,Jessica,Howe,Female,New York,Buffalo,Bachelor,30/11/1971,10/7/2022,,Customer Service,Support Specialist,"$59,377.00",Satisfactory
00-11304964,Lisa,Robinson,Male,Pennsylvania,Allentown,High School,29/10/1984,8/6/2024,,Operations,Inventory Specialist,"$61,707.00",Satisfactory
00-93488889,Paige,Garcia,Male,New York,New York City,Bachelor,18/02/1971,15/07/2017,,Operations,Logistics Coordinator,"$68,042.00",Good
00-11638103,Brandi,Buckley,Male,New York,New York City,Master,26/08/1964,18/04/2017,,Operations,Operations Analyst,"$69,918.00",Good
00-10403216,Aaron,Horton,Female,New York,Rochester,High School,17/09/1994,29/12/2017,,Customer Service,Support Specialist,"$60,852.00",Satisfactory
00-38791442,Michael,Chavez,Male,New York,New York City,Bachelor,25/04/1997,28/09/2019,,Finance,Financial Analyst,"$85,795.00",Good
00-48146203,Frank,Rodgers,Male,North Carolina,Raleigh,Bachelor,7/7/1973,31/08/2016,,IT,IT Support Specialist,"$75,135.00",Good
00-94135858,Ashley,Contreras,Male,Pennsylvania,Philadelphia,Master,6/10/1966,16/03/2021,,IT,Software Developer,"$82,959.00",Satisfactory
00-97770504,George,Moore,Male,New York,New York City,Bachelor,14/08/1983,14/10/2018,,Finance,Accounts Payable Specialist,"$64,208.00",Satisfactory
00-33389105,Brandon,White,Female,Illinois,Chicago,Bachelor,11/10/1963,17/11/2024,,Sales,Sales Specialist,"$61,138.00",Good
00-42699596,Jason,Anderson,Female,Virginia,Richmond,High School,10/1/1986,28/06/2023,,Customer Service,Help Desk Technician,"$61,044.00",Good
00-55696789,Bryan,Cole,Male,Pennsylvania,Allentown,Bachelor,21/11/1995,29/08/2017,,Operations,Inventory Specialist,"$65,166.00",Good
00-19484050,Dennis,Wilson,Female,New York,Buffalo,Bachelor,22/11/1981,21/12/2015,,Operations,Operations Analyst,"$83,794.00",Satisfactory
00-86422833,Jennifer,Richardson,Female,Virginia,Norfolk,Bachelor,12/7/1976,20/10/2024,,Sales,Sales Representative,"$65,402.00",Satisfactory
00-12579877,Nicole,Evans,Male,New York,Buffalo,Bachelor,13/06/1966,24/09/2019,,Sales,Sales Representative,"$62,888.00",Good
00-83483941,Ryan,Watts,Male,New York,Buffalo,High School,6/2/2001,19/11/2016,,Operations,Inventory Specialist,"$61,713.00",Good
00-68952764,Rachel,Wells,Female,New York,Buffalo,Bachelor,12/6/1980,3/1/2019,,Sales,Sales Specialist,"$81,560.00",Good
00-42431822,George,Johnson,Male,New York,New York City,Bachelor,6/7/1969,9/3/2024,,Operations,Inventory Specialist,"$64,348.00",Good
00-26818338,Gabrielle,Orozco,Male,Michigan,Grand Rapids,Master,11/7/1964,12/2/2022,,IT,System Administrator,"$76,016.00",Good
00-36017491,Christopher,Moore,Male,New York,New York City,Bachelor,1/10/1982,29/01/2020,,Customer Service,Support Specialist,"$65,555.00",Good
00-87987635,Eric,Rodriguez,Male,New York,Rochester,Bachelor,29/01/1970,31/03/2022,,Operations,Operations Analyst,"$73,677.00",Good
00-40202787,Holly,Martin,Male,Pennsylvania,Pittsburgh,Bachelor,30/08/1969,5/10/2015,,Operations,Inventory Specialist,"$75,957.00",Good
00-71535643,Abigail,Peters,Male,New York,Buffalo,Bachelor,20/11/2000,20/09/2018,,Operations,Logistics Coordinator,"$60,580.00",Excellent
00-54035727,Alyssa,Santana,Male,New York,Buffalo,Bachelor,17/11/1986,18/08/2015,,Sales,Sales Representative,"$62,702.00",Good
00-56699561,Rachel,Stark,Male,Michigan,Grand Rapids,Bachelor,22/04/1988,9/5/2023,,Operations,Logistics Coordinator,"$62,263.00",Good
00-38523490,Olivia,Moore,Male,New York,Buffalo,PhD,21/08/1983,18/08/2024,,Sales,Sales Consultant,"$86,563.00",Satisfactory
00-27449362,Amanda,Bradley,Female,Illinois,Aurora,Bachelor,18/03/1986,24/06/2023,,Marketing,Content Creator,"$63,855.00",Satisfactory
00-24195922,Roger,Carr,Male,New York,New York City,Bachelor,13/09/1977,5/11/2019,,Finance,Accountant,"$97,351.00",Good
00-88129878,Sean,Stewart,Male,New York,New York City,High School,18/01/1986,23/08/2016,,Customer Service,Help Desk Technician,"$81,328.00",Needs Improvement
00-86864099,Jason,Quinn,Male,New York,New York City,Bachelor,4/9/1974,27/10/2022,,Operations,Logistics Coordinator,"$65,832.00",Needs Improvement
00-39705384,Mary,Gonzalez,Male,New York,New York City,Bachelor,26/08/2001,25/04/2018,,Operations,Logistics Coordinator,"$59,682.00",Good
00-12044584,Nicholas,Nichols,Male,New York,Rochester,Bachelor,6/2/1987,27/12/2022,,Sales,Sales Representative,"$83,015.00",Needs Improvement
00-15346404,Christopher,Perkins,Male,New York,New York City,Bachelor,21/06/1983,6/11/2021,,Sales,Sales Specialist,"$69,838.00",Good
00-16227011,Heather,Lester,Male,New York,New York City,High School,7/4/1999,31/03/2018,,Marketing,Content Creator,"$54,277.00",Good
00-82613651,Jillian,Ferguson,Female,New York,Buffalo,Bachelor,7/5/1966,28/11/2020,,Finance,Accountant,"$93,640.00",Good
00-43994245,Daniel,Mendoza,Female,Michigan,Warren,Bachelor,5/2/1990,20/12/2017,,IT,IT Support Specialist,"$58,559.00",Good
00-21863001,Debra,Marquez,Female,New York,Buffalo,Bachelor,3/9/1980,14/11/2018,,Finance,Accounts Payable Specialist,"$61,879.00",Satisfactory
00-28264493,Derek,Holmes,Male,New York,New York City,PhD,18/02/1964,29/07/2021,,Sales,Sales Specialist,"$88,221.00",Good
